時間戳記,Index,Learning_Rate,Batch_Size,Dropout_Config_ID,Dropout_Values,Accuracy,訓練耗時(秒),平台
2025-12-23 01:17:58,794,0.00025,32,3,"[0.45, 0.4, 0.35, 0.3]",0.833789,126.78,Windows-AMD64
2025-12-23 01:20:36,795,0.00025,32,4,"[0.5, 0.45, 0.4, 0.35]",0.835841,157.34,Windows-AMD64
2025-12-23 01:22:38,796,0.00025,32,5,"[0.55, 0.5, 0.45, 0.4]",0.821477,122.21,Windows-AMD64
2025-12-23 01:24:40,797,0.00025,32,6,"[0.4, 0.4, 0.4, 0.4]",0.848153,121.92,Windows-AMD64
2025-12-23 01:26:18,798,0.00025,32,7,"[0.3, 0.3, 0.3, 0.3]",0.834473,97.41,Windows-AMD64
2025-12-23 01:28:06,799,0.00025,32,8,"[0.5, 0.3, 0.3, 0.1]",0.828317,107.23,Windows-AMD64
2025-12-23 01:29:50,800,0.00025,32,9,"[0.2, 0.3, 0.4, 0.5]",0.829685,104.02,Windows-AMD64
2025-12-23 01:30:47,801,0.00025,48,0,"[0.3, 0.25, 0.2, 0.15]",0.813953,57.19,Windows-AMD64
2025-12-23 01:31:46,802,0.00025,48,1,"[0.35, 0.3, 0.25, 0.2]",0.822845,58.86,Windows-AMD64
2025-12-23 01:32:53,803,0.00025,48,2,"[0.4, 0.35, 0.3, 0.25]",0.816005,66.23,Windows-AMD64
2025-12-23 01:33:59,804,0.00025,48,3,"[0.45, 0.4, 0.35, 0.3]",0.822161,66.39,Windows-AMD64
2025-12-23 01:35:13,805,0.00025,48,4,"[0.5, 0.45, 0.4, 0.35]",0.820109,73.07,Windows-AMD64
2025-12-23 01:36:47,806,0.00025,48,5,"[0.55, 0.5, 0.45, 0.4]",0.831737,94.16,Windows-AMD64
2025-12-23 01:38:03,807,0.00025,48,6,"[0.4, 0.4, 0.4, 0.4]",0.830369,75.45,Windows-AMD64
2025-12-23 01:39:18,808,0.00025,48,7,"[0.3, 0.3, 0.3, 0.3]",0.833789,75.41,Windows-AMD64
2025-12-23 01:40:32,809,0.00025,48,8,"[0.5, 0.3, 0.3, 0.1]",0.820109,73.13,Windows-AMD64
2025-12-23 01:41:28,810,0.00025,48,9,"[0.2, 0.3, 0.4, 0.5]",0.822161,56.30,Windows-AMD64
2025-12-23 01:44:41,811,0.00028,16,0,"[0.3, 0.25, 0.2, 0.15]",0.837209,192.42,Windows-AMD64
2025-12-23 01:47:46,812,0.00028,16,1,"[0.35, 0.3, 0.25, 0.2]",0.820109,185.06,Windows-AMD64
2025-12-23 01:51:46,813,0.00028,16,2,"[0.4, 0.35, 0.3, 0.25]",0.833789,239.88,Windows-AMD64
2025-12-23 01:55:26,814,0.00028,16,3,"[0.45, 0.4, 0.35, 0.3]",0.831737,219.81,Windows-AMD64
2025-12-23 01:59:47,815,0.00028,16,4,"[0.5, 0.45, 0.4, 0.35]",0.841997,260.15,Windows-AMD64
2025-12-23 02:04:21,816,0.00028,16,5,"[0.55, 0.5, 0.45, 0.4]",0.835157,274.04,Windows-AMD64
2025-12-23 02:09:09,817,0.00028,16,6,"[0.4, 0.4, 0.4, 0.4]",0.846101,287.96,Windows-AMD64
2025-12-23 02:12:22,818,0.00028,16,7,"[0.3, 0.3, 0.3, 0.3]",0.831737,192.37,Windows-AMD64
2025-12-23 02:16:22,819,0.00028,16,8,"[0.5, 0.3, 0.3, 0.1]",0.822161,240.08,Windows-AMD64
2025-12-23 02:19:21,820,0.00028,16,9,"[0.2, 0.3, 0.4, 0.5]",0.828317,178.88,Windows-AMD64
2025-12-23 02:22:00,821,0.00028,18,0,"[0.3, 0.25, 0.2, 0.15]",0.831737,158.92,Windows-AMD64
2025-12-23 02:24:52,822,0.00028,18,1,"[0.35, 0.3, 0.25, 0.2]",0.821477,171.17,Windows-AMD64
2025-12-23 02:27:43,823,0.00028,18,2,"[0.4, 0.35, 0.3, 0.25]",0.829001,171.73,Windows-AMD64
2025-12-23 02:31:12,824,0.00028,18,3,"[0.45, 0.4, 0.35, 0.3]",0.826949,208.57,Windows-AMD64
2025-12-23 02:35:29,825,0.00028,18,4,"[0.5, 0.45, 0.4, 0.35]",0.839261,256.64,Windows-AMD64
2025-12-23 02:39:37,826,0.00028,18,5,"[0.55, 0.5, 0.45, 0.4]",0.835841,247.45,Windows-AMD64
2025-12-23 02:42:46,827,0.00028,18,6,"[0.4, 0.4, 0.4, 0.4]",0.832421,189.26,Windows-AMD64
2025-12-23 02:46:03,828,0.00028,18,7,"[0.3, 0.3, 0.3, 0.3]",0.833789,196.54,Windows-AMD64
2025-12-23 02:49:32,829,0.00028,18,8,"[0.5, 0.3, 0.3, 0.1]",0.841313,208.57,Windows-AMD64
2025-12-23 02:52:17,830,0.00028,18,9,"[0.2, 0.3, 0.4, 0.5]",0.824213,164.94,Windows-AMD64
2025-12-23 02:54:14,831,0.00028,20,0,"[0.3, 0.25, 0.2, 0.15]",0.818057,116.43,Windows-AMD64
2025-12-23 02:56:43,832,0.00028,20,1,"[0.35, 0.3, 0.25, 0.2]",0.835841,149.28,Windows-AMD64
2025-12-23 02:59:40,833,0.00028,20,2,"[0.4, 0.35, 0.3, 0.25]",0.836525,176.77,Windows-AMD64
2025-12-23 03:03:00,834,0.00028,20,3,"[0.45, 0.4, 0.35, 0.3]",0.839261,199.59,Windows-AMD64
2025-12-23 03:06:52,835,0.00028,20,4,"[0.5, 0.45, 0.4, 0.35]",0.837893,231.98,Windows-AMD64
2025-12-23 03:10:28,836,0.00028,20,5,"[0.55, 0.5, 0.45, 0.4]",0.832421,215.79,Windows-AMD64
2025-12-23 03:13:26,837,0.00028,20,6,"[0.4, 0.4, 0.4, 0.4]",0.826949,177.70,Windows-AMD64
2025-12-23 03:16:23,838,0.00028,20,7,"[0.3, 0.3, 0.3, 0.3]",0.841313,177.07,Windows-AMD64
2025-12-23 03:19:43,839,0.00028,20,8,"[0.5, 0.3, 0.3, 0.1]",0.844733,199.37,Windows-AMD64
2025-12-23 03:22:40,840,0.00028,20,9,"[0.2, 0.3, 0.4, 0.5]",0.829001,177.10,Windows-AMD64
2025-12-23 03:24:51,841,0.00028,22,0,"[0.3, 0.25, 0.2, 0.15]",0.829001,130.78,Windows-AMD64
2025-12-23 03:27:08,842,0.00028,22,1,"[0.35, 0.3, 0.25, 0.2]",0.825581,136.41,Windows-AMD64
2025-12-23 03:30:04,843,0.00028,22,2,"[0.4, 0.35, 0.3, 0.25]",0.840629,176.36,Windows-AMD64
2025-12-23 03:32:25,844,0.00028,22,3,"[0.45, 0.4, 0.35, 0.3]",0.824213,140.89,Windows-AMD64
2025-12-23 03:35:32,845,0.00028,22,4,"[0.5, 0.45, 0.4, 0.35]",0.841313,186.37,Windows-AMD64
2025-12-23 03:39:03,846,0.00028,22,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,211.18,Windows-AMD64
2025-12-23 03:42:05,847,0.00028,22,6,"[0.4, 0.4, 0.4, 0.4]",0.843365,181.57,Windows-AMD64
2025-12-23 03:44:26,848,0.00028,22,7,"[0.3, 0.3, 0.3, 0.3]",0.831053,140.92,Windows-AMD64
2025-12-23 03:46:48,849,0.00028,22,8,"[0.5, 0.3, 0.3, 0.1]",0.826265,141.12,Windows-AMD64
2025-12-23 03:49:39,850,0.00028,22,9,"[0.2, 0.3, 0.4, 0.5]",0.837209,171.22,Windows-AMD64
2025-12-23 03:51:40,851,0.00028,24,0,"[0.3, 0.25, 0.2, 0.15]",0.833105,120.36,Windows-AMD64
2025-12-23 03:53:49,852,0.00028,24,1,"[0.35, 0.3, 0.25, 0.2]",0.825581,129.63,Windows-AMD64
2025-12-23 03:56:18,853,0.00028,24,2,"[0.4, 0.35, 0.3, 0.25]",0.828317,148.43,Windows-AMD64
2025-12-23 03:58:47,854,0.00028,24,3,"[0.45, 0.4, 0.35, 0.3]",0.833105,148.40,Windows-AMD64
2025-12-23 04:02:01,855,0.00028,24,4,"[0.5, 0.45, 0.4, 0.35]",0.837209,194.50,Windows-AMD64
2025-12-23 04:04:53,856,0.00028,24,5,"[0.55, 0.5, 0.45, 0.4]",0.827633,171.76,Windows-AMD64
2025-12-23 04:07:21,857,0.00028,24,6,"[0.4, 0.4, 0.4, 0.4]",0.830369,147.61,Windows-AMD64
2025-12-23 04:09:03,858,0.00028,24,7,"[0.3, 0.3, 0.3, 0.3]",0.807798,101.71,Windows-AMD64
2025-12-23 04:11:50,859,0.00028,24,8,"[0.5, 0.3, 0.3, 0.1]",0.835841,167.07,Windows-AMD64
2025-12-23 04:13:28,860,0.00028,24,9,"[0.2, 0.3, 0.4, 0.5]",0.819425,97.37,Windows-AMD64
2025-12-23 04:15:07,861,0.00028,26,0,"[0.3, 0.25, 0.2, 0.15]",0.820793,98.62,Windows-AMD64
2025-12-23 04:17:19,862,0.00028,26,1,"[0.35, 0.3, 0.25, 0.2]",0.836525,132.32,Windows-AMD64
2025-12-23 04:19:19,863,0.00028,26,2,"[0.4, 0.35, 0.3, 0.25]",0.818057,119.42,Windows-AMD64
2025-12-23 04:21:37,864,0.00028,26,3,"[0.45, 0.4, 0.35, 0.3]",0.826949,137.31,Windows-AMD64
2025-12-23 04:24:23,865,0.00028,26,4,"[0.5, 0.45, 0.4, 0.35]",0.839945,166.59,Windows-AMD64
2025-12-23 04:27:10,866,0.00028,26,5,"[0.55, 0.5, 0.45, 0.4]",0.838577,166.69,Windows-AMD64
2025-12-23 04:29:19,867,0.00028,26,6,"[0.4, 0.4, 0.4, 0.4]",0.839261,128.21,Windows-AMD64
2025-12-23 04:31:06,868,0.00028,26,7,"[0.3, 0.3, 0.3, 0.3]",0.826949,107.02,Windows-AMD64
2025-12-23 04:33:31,869,0.00028,26,8,"[0.5, 0.3, 0.3, 0.1]",0.822845,145.13,Windows-AMD64
2025-12-23 04:35:05,870,0.00028,26,9,"[0.2, 0.3, 0.4, 0.5]",0.824213,94.09,Windows-AMD64
2025-12-23 04:36:56,871,0.00028,28,0,"[0.3, 0.25, 0.2, 0.15]",0.820109,110.64,Windows-AMD64
2025-12-23 04:38:16,872,0.00028,28,1,"[0.35, 0.3, 0.25, 0.2]",0.806430,79.22,Windows-AMD64
2025-12-23 04:40:07,873,0.00028,28,2,"[0.4, 0.35, 0.3, 0.25]",0.818057,110.93,Windows-AMD64
2025-12-23 04:41:58,874,0.00028,28,3,"[0.45, 0.4, 0.35, 0.3]",0.823529,110.50,Windows-AMD64
2025-12-23 04:44:25,875,0.00028,28,4,"[0.5, 0.45, 0.4, 0.35]",0.828317,146.69,Windows-AMD64
2025-12-23 04:47:10,876,0.00028,28,5,"[0.55, 0.5, 0.45, 0.4]",0.832421,165.65,Windows-AMD64
2025-12-23 04:49:02,877,0.00028,28,6,"[0.4, 0.4, 0.4, 0.4]",0.828317,110.88,Windows-AMD64
2025-12-23 04:50:25,878,0.00028,28,7,"[0.3, 0.3, 0.3, 0.3]",0.821477,83.20,Windows-AMD64
2025-12-23 04:52:16,879,0.00028,28,8,"[0.5, 0.3, 0.3, 0.1]",0.822845,110.73,Windows-AMD64
2025-12-23 04:53:39,880,0.00028,28,9,"[0.2, 0.3, 0.4, 0.5]",0.807114,82.80,Windows-AMD64
2025-12-23 04:55:27,881,0.00028,32,0,"[0.3, 0.25, 0.2, 0.15]",0.830369,107.35,Windows-AMD64
2025-12-23 04:57:04,882,0.00028,32,1,"[0.35, 0.3, 0.25, 0.2]",0.833789,97.20,Windows-AMD64
2025-12-23 04:58:41,883,0.00028,32,2,"[0.4, 0.35, 0.3, 0.25]",0.831737,97.08,Windows-AMD64
2025-12-23 05:00:09,884,0.00028,32,3,"[0.45, 0.4, 0.35, 0.3]",0.813269,87.04,Windows-AMD64
2025-12-23 05:02:14,885,0.00028,32,4,"[0.5, 0.45, 0.4, 0.35]",0.835157,124.85,Windows-AMD64
2025-12-23 05:04:16,886,0.00028,32,5,"[0.55, 0.5, 0.45, 0.4]",0.833789,121.94,Windows-AMD64
2025-12-23 05:06:07,887,0.00028,32,6,"[0.4, 0.4, 0.4, 0.4]",0.832421,111.28,Windows-AMD64
2025-12-23 05:07:24,888,0.00028,32,7,"[0.3, 0.3, 0.3, 0.3]",0.811902,76.54,Windows-AMD64
2025-12-23 05:09:30,889,0.00028,32,8,"[0.5, 0.3, 0.3, 0.1]",0.831737,125.06,Windows-AMD64
2025-12-23 05:11:03,890,0.00028,32,9,"[0.2, 0.3, 0.4, 0.5]",0.827633,93.33,Windows-AMD64
2025-12-23 05:11:53,891,0.00028,48,0,"[0.3, 0.25, 0.2, 0.15]",0.818741,49.67,Windows-AMD64
2025-12-23 05:12:57,892,0.00028,48,1,"[0.35, 0.3, 0.25, 0.2]",0.837209,63.63,Windows-AMD64
2025-12-23 05:14:03,893,0.00028,48,2,"[0.4, 0.35, 0.3, 0.25]",0.830369,65.94,Windows-AMD64
2025-12-23 05:15:26,894,0.00028,48,3,"[0.45, 0.4, 0.35, 0.3]",0.834473,82.67,Windows-AMD64
2025-12-23 05:16:37,895,0.00028,48,4,"[0.5, 0.45, 0.4, 0.35]",0.819425,70.86,Windows-AMD64
2025-12-23 05:18:18,896,0.00028,48,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,101.00,Windows-AMD64
2025-12-23 05:19:24,897,0.00028,48,6,"[0.4, 0.4, 0.4, 0.4]",0.835157,66.17,Windows-AMD64
2025-12-23 05:20:14,898,0.00028,48,7,"[0.3, 0.3, 0.3, 0.3]",0.822161,49.31,Windows-AMD64
2025-12-23 05:21:27,899,0.00028,48,8,"[0.5, 0.3, 0.3, 0.1]",0.822845,73.23,Windows-AMD64
2025-12-23 05:22:24,900,0.00028,48,9,"[0.2, 0.3, 0.4, 0.5]",0.821477,56.45,Windows-AMD64
2025-12-23 05:25:36,901,0.0003,16,0,"[0.3, 0.25, 0.2, 0.15]",0.834473,191.45,Windows-AMD64
2025-12-23 05:28:41,902,0.0003,16,1,"[0.35, 0.3, 0.25, 0.2]",0.825581,185.42,Windows-AMD64
2025-12-23 05:32:48,903,0.0003,16,2,"[0.4, 0.35, 0.3, 0.25]",0.835841,246.80,Windows-AMD64
2025-12-23 05:36:00,904,0.0003,16,3,"[0.45, 0.4, 0.35, 0.3]",0.827633,191.87,Windows-AMD64
2025-12-23 05:40:15,905,0.0003,16,4,"[0.5, 0.45, 0.4, 0.35]",0.844049,253.86,Windows-AMD64
2025-12-23 05:45:23,906,0.0003,16,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,308.06,Windows-AMD64
2025-12-23 05:48:35,907,0.0003,16,6,"[0.4, 0.4, 0.4, 0.4]",0.815321,192.45,Windows-AMD64
2025-12-23 05:51:34,908,0.0003,16,7,"[0.3, 0.3, 0.3, 0.3]",0.831053,178.47,Windows-AMD64
2025-12-23 05:55:48,909,0.0003,16,8,"[0.5, 0.3, 0.3, 0.1]",0.837893,253.24,Windows-AMD64
2025-12-23 05:58:33,910,0.0003,16,9,"[0.2, 0.3, 0.4, 0.5]",0.819425,164.86,Windows-AMD64
2025-12-23 06:01:00,911,0.0003,18,0,"[0.3, 0.25, 0.2, 0.15]",0.820109,147.28,Windows-AMD64
2025-12-23 06:03:52,912,0.0003,18,1,"[0.35, 0.3, 0.25, 0.2]",0.839261,171.82,Windows-AMD64
2025-12-23 06:07:09,913,0.0003,18,2,"[0.4, 0.35, 0.3, 0.25]",0.832421,196.12,Windows-AMD64
2025-12-23 06:10:43,914,0.0003,18,3,"[0.45, 0.4, 0.35, 0.3]",0.836525,214.61,Windows-AMD64
2025-12-23 06:14:11,915,0.0003,18,4,"[0.5, 0.45, 0.4, 0.35]",0.827633,208.00,Windows-AMD64
2025-12-23 06:18:28,916,0.0003,18,5,"[0.55, 0.5, 0.45, 0.4]",0.830369,256.76,Windows-AMD64
2025-12-23 06:21:56,917,0.0003,18,6,"[0.4, 0.4, 0.4, 0.4]",0.839945,207.86,Windows-AMD64
2025-12-23 06:25:25,918,0.0003,18,7,"[0.3, 0.3, 0.3, 0.3]",0.831737,208.72,Windows-AMD64
2025-12-23 06:28:17,919,0.0003,18,8,"[0.5, 0.3, 0.3, 0.1]",0.824897,171.31,Windows-AMD64
2025-12-23 06:31:45,920,0.0003,18,9,"[0.2, 0.3, 0.4, 0.5]",0.835157,207.68,Windows-AMD64
2025-12-23 06:33:52,921,0.0003,20,0,"[0.3, 0.25, 0.2, 0.15]",0.816689,126.91,Windows-AMD64
2025-12-23 06:36:49,922,0.0003,20,1,"[0.35, 0.3, 0.25, 0.2]",0.830369,176.96,Windows-AMD64
2025-12-23 06:39:57,923,0.0003,20,2,"[0.4, 0.35, 0.3, 0.25]",0.835841,187.41,Windows-AMD64
2025-12-23 06:43:27,924,0.0003,20,3,"[0.45, 0.4, 0.35, 0.3]",0.840629,209.88,Windows-AMD64
2025-12-23 06:46:35,925,0.0003,20,4,"[0.5, 0.45, 0.4, 0.35]",0.833789,187.54,Windows-AMD64
2025-12-23 06:50:11,926,0.0003,20,5,"[0.55, 0.5, 0.45, 0.4]",0.829001,215.71,Windows-AMD64
2025-12-23 06:53:08,927,0.0003,20,6,"[0.4, 0.4, 0.4, 0.4]",0.840629,177.04,Windows-AMD64
2025-12-23 06:55:15,928,0.0003,20,7,"[0.3, 0.3, 0.3, 0.3]",0.822845,126.78,Windows-AMD64
2025-12-23 06:58:23,929,0.0003,20,8,"[0.5, 0.3, 0.3, 0.1]",0.829685,188.11,Windows-AMD64
2025-12-23 07:01:15,930,0.0003,20,9,"[0.2, 0.3, 0.4, 0.5]",0.839945,171.66,Windows-AMD64
2025-12-23 07:03:37,931,0.0003,22,0,"[0.3, 0.25, 0.2, 0.15]",0.820793,141.35,Windows-AMD64
2025-12-23 07:05:43,932,0.0003,22,1,"[0.35, 0.3, 0.25, 0.2]",0.813269,125.79,Windows-AMD64
2025-12-23 07:08:04,933,0.0003,22,2,"[0.4, 0.35, 0.3, 0.25]",0.824213,141.04,Windows-AMD64
2025-12-23 07:10:25,934,0.0003,22,3,"[0.45, 0.4, 0.35, 0.3]",0.818057,141.16,Windows-AMD64
2025-12-23 07:13:37,935,0.0003,22,4,"[0.5, 0.45, 0.4, 0.35]",0.834473,191.56,Windows-AMD64
2025-12-23 07:17:34,936,0.0003,22,5,"[0.55, 0.5, 0.45, 0.4]",0.850205,236.70,Windows-AMD64
2025-12-23 07:20:36,937,0.0003,22,6,"[0.4, 0.4, 0.4, 0.4]",0.850889,181.43,Windows-AMD64
2025-12-23 07:23:03,938,0.0003,22,7,"[0.3, 0.3, 0.3, 0.3]",0.833105,146.50,Windows-AMD64
2025-12-23 07:25:44,939,0.0003,22,8,"[0.5, 0.3, 0.3, 0.1]",0.837893,161.24,Windows-AMD64
2025-12-23 07:27:40,940,0.0003,22,9,"[0.2, 0.3, 0.4, 0.5]",0.822161,115.85,Windows-AMD64
2025-12-23 07:29:55,941,0.0003,24,0,"[0.3, 0.25, 0.2, 0.15]",0.837209,134.22,Windows-AMD64
2025-12-23 07:32:04,942,0.0003,24,1,"[0.35, 0.3, 0.25, 0.2]",0.834473,129.68,Windows-AMD64
2025-12-23 07:34:14,943,0.0003,24,2,"[0.4, 0.35, 0.3, 0.25]",0.820793,129.88,Windows-AMD64
2025-12-23 07:36:57,944,0.0003,24,3,"[0.45, 0.4, 0.35, 0.3]",0.838577,162.40,Windows-AMD64
2025-12-23 07:39:45,945,0.0003,24,4,"[0.5, 0.45, 0.4, 0.35]",0.841313,167.24,Windows-AMD64
2025-12-23 07:42:59,946,0.0003,24,5,"[0.55, 0.5, 0.45, 0.4]",0.835841,194.53,Windows-AMD64
2025-12-23 07:45:37,947,0.0003,24,6,"[0.4, 0.4, 0.4, 0.4]",0.835157,157.08,Windows-AMD64
2025-12-23 07:47:05,948,0.0003,24,7,"[0.3, 0.3, 0.3, 0.3]",0.816005,88.18,Windows-AMD64
2025-12-23 07:49:42,949,0.0003,24,8,"[0.5, 0.3, 0.3, 0.1]",0.822845,157.21,Windows-AMD64
2025-12-23 07:51:53,950,0.0003,24,9,"[0.2, 0.3, 0.4, 0.5]",0.831053,130.10,Windows-AMD64
2025-12-23 07:53:27,951,0.0003,26,0,"[0.3, 0.25, 0.2, 0.15]",0.820109,94.28,Windows-AMD64
2025-12-23 07:55:40,952,0.0003,26,1,"[0.35, 0.3, 0.25, 0.2]",0.841997,132.49,Windows-AMD64
2025-12-23 07:57:40,953,0.0003,26,2,"[0.4, 0.35, 0.3, 0.25]",0.818741,119.74,Windows-AMD64
2025-12-23 08:00:14,954,0.0003,26,3,"[0.45, 0.4, 0.35, 0.3]",0.843365,153.80,Windows-AMD64
2025-12-23 08:02:52,955,0.0003,26,4,"[0.5, 0.45, 0.4, 0.35]",0.835157,157.34,Windows-AMD64
2025-12-23 08:05:30,956,0.0003,26,5,"[0.55, 0.5, 0.45, 0.4]",0.835157,157.91,Windows-AMD64
2025-12-23 08:07:47,957,0.0003,26,6,"[0.4, 0.4, 0.4, 0.4]",0.833105,137.08,Windows-AMD64
2025-12-23 08:09:34,958,0.0003,26,7,"[0.3, 0.3, 0.3, 0.3]",0.820793,106.94,Windows-AMD64
2025-12-23 08:11:30,959,0.0003,26,8,"[0.5, 0.3, 0.3, 0.1]",0.829001,115.10,Windows-AMD64
2025-12-23 08:13:25,960,0.0003,26,9,"[0.2, 0.3, 0.4, 0.5]",0.831053,115.23,Windows-AMD64
2025-12-23 08:15:04,961,0.0003,28,0,"[0.3, 0.25, 0.2, 0.15]",0.834473,98.71,Windows-AMD64
2025-12-23 08:16:32,962,0.0003,28,1,"[0.35, 0.3, 0.25, 0.2]",0.815321,87.47,Windows-AMD64
2025-12-23 08:18:23,963,0.0003,28,2,"[0.4, 0.35, 0.3, 0.25]",0.826265,110.95,Windows-AMD64
2025-12-23 08:20:26,964,0.0003,28,3,"[0.45, 0.4, 0.35, 0.3]",0.823529,122.74,Windows-AMD64
2025-12-23 08:23:08,965,0.0003,28,4,"[0.5, 0.45, 0.4, 0.35]",0.842681,161.96,Windows-AMD64
2025-12-23 08:25:42,966,0.0003,28,5,"[0.55, 0.5, 0.45, 0.4]",0.835841,154.39,Windows-AMD64
2025-12-23 08:27:33,967,0.0003,28,6,"[0.4, 0.4, 0.4, 0.4]",0.820793,110.77,Windows-AMD64
2025-12-23 08:28:56,968,0.0003,28,7,"[0.3, 0.3, 0.3, 0.3]",0.800958,82.81,Windows-AMD64
2025-12-23 08:30:48,969,0.0003,28,8,"[0.5, 0.3, 0.3, 0.1]",0.820793,110.92,Windows-AMD64
2025-12-23 08:32:07,970,0.0003,28,9,"[0.2, 0.3, 0.4, 0.5]",0.815321,78.87,Windows-AMD64
2025-12-23 08:33:13,971,0.0003,32,0,"[0.3, 0.25, 0.2, 0.15]",0.821477,66.12,Windows-AMD64
2025-12-23 08:34:54,972,0.0003,32,1,"[0.35, 0.3, 0.25, 0.2]",0.819425,101.09,Windows-AMD64
2025-12-23 08:36:42,973,0.0003,32,2,"[0.4, 0.35, 0.3, 0.25]",0.837209,107.49,Windows-AMD64
2025-12-23 08:38:33,974,0.0003,32,3,"[0.45, 0.4, 0.35, 0.3]",0.832421,110.43,Windows-AMD64
2025-12-23 08:40:34,975,0.0003,32,4,"[0.5, 0.45, 0.4, 0.35]",0.839261,121.33,Windows-AMD64
2025-12-23 08:43:14,976,0.0003,32,5,"[0.55, 0.5, 0.45, 0.4]",0.844733,159.34,Windows-AMD64
2025-12-23 08:45:06,977,0.0003,32,6,"[0.4, 0.4, 0.4, 0.4]",0.822845,111.94,Windows-AMD64
2025-12-23 08:46:23,978,0.0003,32,7,"[0.3, 0.3, 0.3, 0.3]",0.814637,76.45,Windows-AMD64
2025-12-23 08:48:31,979,0.0003,32,8,"[0.5, 0.3, 0.3, 0.1]",0.843365,128.37,Windows-AMD64
2025-12-23 08:50:01,980,0.0003,32,9,"[0.2, 0.3, 0.4, 0.5]",0.839261,89.96,Windows-AMD64
2025-12-23 08:50:51,981,0.0003,48,0,"[0.3, 0.25, 0.2, 0.15]",0.813953,49.63,Windows-AMD64
2025-12-23 08:51:50,982,0.0003,48,1,"[0.35, 0.3, 0.25, 0.2]",0.825581,58.45,Windows-AMD64
2025-12-23 08:53:01,983,0.0003,48,2,"[0.4, 0.35, 0.3, 0.25]",0.832421,70.95,Windows-AMD64
2025-12-23 08:54:17,984,0.0003,48,3,"[0.45, 0.4, 0.35, 0.3]",0.835841,75.39,Windows-AMD64
2025-12-23 08:55:40,985,0.0003,48,4,"[0.5, 0.45, 0.4, 0.35]",0.837209,82.63,Windows-AMD64
2025-12-23 08:57:00,986,0.0003,48,5,"[0.55, 0.5, 0.45, 0.4]",0.816005,79.93,Windows-AMD64
2025-12-23 08:58:15,987,0.0003,48,6,"[0.4, 0.4, 0.4, 0.4]",0.840629,75.32,Windows-AMD64
2025-12-23 08:59:05,988,0.0003,48,7,"[0.3, 0.3, 0.3, 0.3]",0.804378,49.07,Windows-AMD64
2025-12-23 09:00:11,989,0.0003,48,8,"[0.5, 0.3, 0.3, 0.1]",0.820109,66.24,Windows-AMD64
2025-12-23 09:01:08,990,0.0003,48,9,"[0.2, 0.3, 0.4, 0.5]",0.818057,56.66,Windows-AMD64
2025-12-23 09:04:27,991,0.0004,16,0,"[0.3, 0.25, 0.2, 0.15]",0.837209,198.59,Windows-AMD64
2025-12-23 09:08:06,992,0.0004,16,1,"[0.35, 0.3, 0.25, 0.2]",0.837893,219.60,Windows-AMD64
2025-12-23 09:10:58,993,0.0004,16,2,"[0.4, 0.35, 0.3, 0.25]",0.809850,171.10,Windows-AMD64
2025-12-23 09:14:58,994,0.0004,16,3,"[0.45, 0.4, 0.35, 0.3]",0.841997,240.13,Windows-AMD64
2025-12-23 09:19:12,995,0.0004,16,4,"[0.5, 0.45, 0.4, 0.35]",0.850205,253.70,Windows-AMD64
2025-12-23 09:24:22,996,0.0004,16,5,"[0.55, 0.5, 0.45, 0.4]",0.841997,309.55,Windows-AMD64
2025-12-23 09:28:22,997,0.0004,16,6,"[0.4, 0.4, 0.4, 0.4]",0.840629,239.87,Windows-AMD64
2025-12-23 09:32:02,998,0.0004,16,7,"[0.3, 0.3, 0.3, 0.3]",0.835841,219.69,Windows-AMD64
2025-12-23 09:36:16,999,0.0004,16,8,"[0.5, 0.3, 0.3, 0.1]",0.831737,253.94,Windows-AMD64
2025-12-23 09:38:47,1000,0.0004,16,9,"[0.2, 0.3, 0.4, 0.5]",0.808482,151.11,Windows-AMD64
2025-12-23 09:41:14,1001,0.0004,18,0,"[0.3, 0.25, 0.2, 0.15]",0.814637,146.83,Windows-AMD64
2025-12-23 09:43:29,1002,0.0004,18,1,"[0.35, 0.3, 0.25, 0.2]",0.820109,134.40,Windows-AMD64
2025-12-23 09:46:45,1003,0.0004,18,2,"[0.4, 0.35, 0.3, 0.25]",0.833105,195.59,Windows-AMD64
2025-12-23 09:50:14,1004,0.0004,18,3,"[0.45, 0.4, 0.35, 0.3]",0.835157,208.75,Windows-AMD64
2025-12-23 09:54:28,1005,0.0004,18,4,"[0.5, 0.45, 0.4, 0.35]",0.841997,254.09,Windows-AMD64
2025-12-23 09:58:48,1006,0.0004,18,5,"[0.55, 0.5, 0.45, 0.4]",0.837209,259.66,Windows-AMD64
2025-12-23 10:02:16,1007,0.0004,18,6,"[0.4, 0.4, 0.4, 0.4]",0.836525,207.28,Windows-AMD64
2025-12-23 10:05:20,1008,0.0004,18,7,"[0.3, 0.3, 0.3, 0.3]",0.838577,183.88,Windows-AMD64
2025-12-23 10:09:02,1009,0.0004,18,8,"[0.5, 0.3, 0.3, 0.1]",0.844733,221.85,Windows-AMD64
2025-12-23 10:12:06,1010,0.0004,18,9,"[0.2, 0.3, 0.4, 0.5]",0.841997,184.24,Windows-AMD64
